epoch,t_s,node_id,tier,x_m,y_m,z0_mm,subsidence_mm,subsidence_prov,tilt_x_urad,tilt_y_urad,tilt_prov,strain_ustrain,strain_prov,disp_mm,disp_prov,battery_mv,rssi_dbm,parent_used,delivered,via_emergency
2,7200.0,181,1C,632.11,27.64,0.0,1.361,synthetic,,,,65.721,synthetic,,,4192.993,-48.172,13,true,false
2,7200.0,182,1B,637.24,-164.48,0.0,2.335,synthetic,,,,79.438,synthetic,0.586,synthetic,4201.98,-57.02,21,true,false
2,7200.0,183,1C,639.24,-8.32,0.0,0.692,synthetic,,,,65.335,synthetic,,,4201.981,-45.838,13,true,false
2,7200.0,184,1B,654.17,147.04,0.0,-2.08,synthetic,,,,85.749,synthetic,0.603,synthetic,4199.62,-42.65,23,true,false
2,7200.0,185,1C,664.68,35.7,0.0,1.208,synthetic,,,,72.694,synthetic,,,4198.49,-42.464,38,true,false
2,7200.0,186,1C,673.09,-30.49,0.0,-1.029,synthetic,,,,67.395,synthetic,,,4204.492,-53.979,38,true,false
2,7200.0,187,1C,678.84,9.5,0.0,-0.12,synthetic,,,,70.979,synthetic,,,4195.321,-46.345,38,true,false
2,7200.0,188,1B,698.54,115.59,0.0,-0.191,synthetic,,,,77.953,synthetic,0.681,synthetic,4194.565,-49.498,23,true,false
2,7200.0,189,1C,699.11,37.24,0.0,-1.344,synthetic,,,,72.719,synthetic,,,4205.68,-41.393,38,true,false
2,7200.0,190,1C,702.78,-28.41,0.0,1.392,synthetic,,,,68.414,synthetic,,,4202.018,-54.62,21,true,false
2,7200.0,191,1C,704.74,0.04,0.0,2.754,synthetic,,,,71.96,synthetic,,,4204.846,-50.853,62,true,true
2,7200.0,192,1C,728.22,20.39,0.0,-0.164,synthetic,,,,68.593,synthetic,,,4200.916,-47.663,62,true,false
2,7200.0,193,1B,729.06,-102.41,0.0,-3.195,synthetic,,,,75.661,synthetic,0.668,synthetic,4201.867,-41.361,21,true,false
2,7200.0,194,1C,729.62,-25.15,0.0,0.284,synthetic,,,,70.408,synthetic,,,4202.528,-47.497,62,true,false
2,7200.0,195,1B,730.56,154.01,0.0,-0.761,synthetic,,,,77.839,synthetic,0.58,synthetic,4203.101,-52.456,23,true,false
2,7200.0,196,1C,752.8,14.26,0.0,2.726,synthetic,,,,65.151,synthetic,,,4196.074,-41.466,62,true,false
2,7200.0,197,1C,752.9,-12.1,0.0,-0.579,synthetic,,,,68.381,synthetic,,,4198.88,-37.19,62,true,false
2,7200.0,198,1A,757.57,-201.71,0.0,0.649,synthetic,1788.119,1948.323,synthetic,,,,,4195.401,-57.467,69,true,false
2,7200.0,199,1C,767.11,-34.88,0.0,0.8,synthetic,,,,73.672,synthetic,,,4198.958,-50.309,67,true,false
2,7200.0,200,1C,775.4,32.83,0.0,-1.723,synthetic,,,,69.969,synthetic,,,4194.727,-51.235,77,true,false
2,7200.0,201,1C,779.39,5.89,0.0,2.122,synthetic,,,,67.453,synthetic,,,4195.733,-46.03,62,true,false
2,7200.0,202,1B,786.1,127.19,0.0,0.974,synthetic,,,,86.19,synthetic,0.58,synthetic,4197.01,-48.509,16,true,false
2,7200.0,203,1C,803.44,34.49,0.0,1.463,synthetic,,,,66.794,synthetic,,,4201.954,-53.663,77,true,false
2,7200.0,204,1C,805.84,-24.52,0.0,-0.946,synthetic,,,,70.365,synthetic,,,4199.727,-51.049,67,true,false
2,7200.0,205,1C,808.22,1.59,0.0,-0.543,synthetic,,,,72.251,synthetic,,,4205.296,-54.722,67,true,false
2,7200.0,206,1C,830.81,34.38,0.0,1.68,synthetic,,,,64.02,synthetic,,,4198.977,-54.162,42,true,false
2,7200.0,207,1C,832.9,7.9,0.0,2.114,synthetic,,,,67.62,synthetic,,,4196.688,-46.221,22,true,false
2,7200.0,208,1B,842.78,111.79,0.0,0.258,synthetic,,,,77.863,synthetic,0.974,synthetic,4204.608,-45.351,16,true,false
2,7200.0,209,1C,845.71,-14.49,0.0,2.259,synthetic,,,,68.128,synthetic,,,4206.971,-34.78,22,true,false
2,7200.0,210,1B,847.57,-154.02,0.0,-0.322,synthetic,,,,79.304,synthetic,1.138,synthetic,4202.268,-36.908,69,true,false
2,7200.0,211,1C,857.49,-36.91,0.0,1.93,synthetic,,,,72.175,synthetic,,,4200.787,-45.229,22,true,false
2,7200.0,212,1C,857.76,34.06,0.0,-1.173,synthetic,,,,72.017,synthetic,,,4200.919,-50.956,42,true,false
2,7200.0,213,1B,859.15,-104.53,0.0,0.94,synthetic,,,,74.605,synthetic,0.652,synthetic,4199.85,-52.445,69,true,false
2,7200.0,214,1B,863.4,164.28,0.0,-0.685,synthetic,,,,79.949,synthetic,1.052,synthetic,4201.981,-51.909,16,true,false
2,7200.0,215,1C,873.53,-10.14,0.0,1.724,synthetic,,,,70.092,synthetic,,,4201.592,-43.519,22,true,false
2,7200.0,216,1C,878.82,17.38,0.0,0.713,synthetic,,,,65.24,synthetic,,,4202.356,-49.068,22,true,true
2,7200.0,217,1C,885.19,-34.35,0.0,0.445,synthetic,,,,67.815,synthetic,,,4202.009,-49.059,22,true,false
2,7200.0,218,1B,896.01,-167.21,0.0,1.56,synthetic,,,,85.688,synthetic,0.5,synthetic,4198.247,-49.943,69,true,false
2,7200.0,219,1C,899.44,32.26,0.0,-0.324,synthetic,,,,67.272,synthetic,,,4203.689,-48.373,42,true,false
2,7200.0,220,1B,908.99,127.64,0.0,-0.551,synthetic,,,,78.671,synthetic,0.863,synthetic,4199.259,-50.272,66,true,false
2,7200.0,221,1C,913.52,-36.2,0.0,0.624,synthetic,,,,64.645,synthetic,,,4208.063,-49.061,2,true,false
2,7200.0,222,1C,923.23,-2.01,0.0,-0.936,synthetic,,,,70.332,synthetic,,,4193.505,-36.899,2,true,false
2,7200.0,223,1C,935.61,27.31,0.0,-1.704,synthetic,,,,72.549,synthetic,,,4194.995,-46.597,2,true,false
2,7200.0,224,1C,942.9,-32.1,0.0,1.049,synthetic,,,,70.043,synthetic,,,4193.275,-47.19,2,true,false
2,7200.0,225,1B,948.65,-122.48,0.0,0.759,synthetic,,,,82.527,synthetic,0.403,synthetic,4195.118,-54.185,79,true,false
2,7200.0,226,1C,955.46,-0.75,0.0,1.111,synthetic,,,,66.95,synthetic,,,4203.115,-44.273,2,true,false
2,7200.0,227,1B,958.75,97.15,0.0,-1.179,synthetic,,,,76.814,synthetic,0.814,synthetic,4203.117,-49.482,66,true,false
2,7200.0,228,1C,962.9,37.9,0.0,1.625,synthetic,,,,69.09,synthetic,,,4195.438,-49.743,34,true,false
2,7200.0,229,1B,977.65,162.96,0.0,-0.051,synthetic,,,,88.236,synthetic,0.48,synthetic,4203.911,-48.127,66,true,false
2,7200.0,230,1C,988.19,34.67,0.0,-0.715,synthetic,,,,70.732,synthetic,,,4206.787,-47.707,34,true,false
2,7200.0,231,1B,988.64,-168.37,0.0,-0.381,synthetic,,,,88.699,synthetic,0.509,synthetic,4203.132,-46.501,79,true,false
2,7200.0,232,1C,994.18,-10.88,0.0,-1.382,synthetic,,,,70.494,synthetic,,,4197.284,-55.12,34,true,false
2,7200.0,233,1B,1010.5,-118.78,0.0,-1.473,synthetic,,,,80.294,synthetic,0.673,synthetic,4193.808,-47.667,79,true,false
2,7200.0,234,1B,1018.69,131.11,0.0,-0.026,synthetic,,,,78.438,synthetic,0.301,synthetic,4198.747,-51.459,17,true,false
2,7200.0,235,1C,1024.91,-16.29,0.0,1.453,synthetic,,,,71.641,synthetic,,,4202.486,-48.553,6,true,false
2,7200.0,236,1C,1031.57,14.58,0.0,1.858,synthetic,,,,71.899,synthetic,,,4205.169,-44.177,6,true,false
2,7200.0,237,1C,1045.06,36.69,0.0,-0.065,synthetic,,,,70.733,synthetic,,,4198.36,-46.686,6,true,false
2,7200.0,238,1B,1046.02,-157.9,0.0,1.907,synthetic,,,,83.231,synthetic,0.497,synthetic,4192.685,-47.723,79,true,false
2,7200.0,239,1B,1052.9,167.9,0.0,0.596,synthetic,,,,72.459,synthetic,0.876,synthetic,4200.646,-40.201,17,true,false
2,7200.0,240,1C,1057.94,-28.03,0.0,1.003,synthetic,,,,70.334,synthetic,,,4197.399,-48.384,6,true,false
2,7200.0,241,1C,1066.15,18.03,0.0,0.893,synthetic,,,,71.109,synthetic,,,4206.057,-41.634,6,true,false
2,7200.0,242,1B,1078.18,102.04,0.0,0.69,synthetic,,,,73.918,synthetic,0.586,synthetic,4193.106,-52.446,17,true,false
2,7200.0,243,1C,1082.9,37.9,0.0,-0.433,synthetic,,,,69.057,synthetic,,,4203.824,-56.684,70,true,false
2,7200.0,244,1C,1084.67,-22.04,0.0,0.392,synthetic,,,,72.053,synthetic,,,4200.832,-51.55,70,true,false
2,7200.0,245,1C,1093.73,12.09,0.0,-0.898,synthetic,,,,69.763,synthetic,,,4205.437,-50.615,11,true,false
2,7200.0,246,1B,1099.99,-117.86,0.0,-1.836,synthetic,,,,75.422,synthetic,0.685,synthetic,4205.199,-51.43,71,true,false
2,7200.0,247,1B,1102.41,158.26,0.0,0.441,synthetic,,,,88.797,synthetic,0.428,synthetic,4198.377,-49.125,17,true,false
2,7200.0,248,1B,1104.5,-167.97,0.0,0.521,synthetic,,,,83.933,synthetic,0.914,synthetic,4202.681,-50.951,50,true,false
2,7200.0,249,1C,1109.22,33.07,0.0,0.103,synthetic,,,,66.276,synthetic,,,4197.584,-44.855,11,true,false
2,7200.0,250,1C,1125.12,-27.17,0.0,1.084,synthetic,,,,68.317,synthetic,,,4194.69,-41.715,70,true,false
2,7200.0,251,1C,1125.28,7.37,0.0,0.276,synthetic,,,,73.155,synthetic,,,4197.462,-47.147,11,true,false
2,7200.0,252,1C,1136.31,32.18,0.0,0.24,synthetic,,,,67.362,synthetic,,,4208.836,-33.659,11,true,false
2,7200.0,253,1C,1152.04,-14.89,0.0,-1.09,synthetic,,,,62.563,synthetic,,,4193.52,-47.631,70,true,false
2,7200.0,254,1B,1153.04,-145.92,0.0,-1.925,synthetic,,,,84.959,synthetic,0.783,synthetic,4197.554,-41.37,50,true,false
2,7200.0,255,1B,1156.82,125.38,0.0,-1.198,synthetic,,,,83.262,synthetic,0.4,synthetic,4202.55,-53.745,60,true,false
2,7200.0,256,1C,1167.04,28.33,0.0,-0.019,synthetic,,,,72.432,synthetic,,,4202.561,-48.184,11,true,false
2,7200.0,257,1C,1172.48,-32.12,0.0,0.24,synthetic,,,,66.177,synthetic,,,4201.838,-49.408,70,true,false
2,7200.0,258,1C,1174.55,3.68,0.0,0.77,synthetic,,,,70.533,synthetic,,,4192.087,-46.418,8,true,false
2,7200.0,259,1C,1193.48,26.67,0.0,-0.462,synthetic,,,,66.831,synthetic,,,4200.677,-46.811,8,true,false
2,7200.0,260,1B,1196.43,-94.69,0.0,0.101,synthetic,,,,79.247,synthetic,0.192,synthetic,4212.192,-53.796,73,true,false
2,7200.0,261,1C,1200.18,-17.2,0.0,0.211,synthetic,,,,67.204,synthetic,,,4196.145,-40.909,8,true,false
2,7200.0,262,1B,1213.67,129.0,0.0,2.057,synthetic,,,,82.989,synthetic,0.67,synthetic,4200.572,-39.349,60,true,false
2,7200.0,263,1B,1222.26,-146.44,0.0,0.537,synthetic,,,,70.574,synthetic,0.638,synthetic,4203.279,-54.228,50,true,false
2,7200.0,264,1C,1222.9,37.9,0.0,-0.631,synthetic,,,,70.825,synthetic,,,4197.776,-57.19,60,true,false
2,7200.0,265,1C,1228.89,12.07,0.0,-1.403,synthetic,,,,70.023,synthetic,,,4207.397,-46.617,8,true,false
2,7200.0,266,1C,1237.1,-18.33,0.0,-0.833,synthetic,,,,72.905,synthetic,,,4197.569,-48.753,8,true,false
2,7200.0,267,1B,1248.14,-99.01,0.0,-1.549,synthetic,,,,88.061,synthetic,0.549,synthetic,4201.956,-44.213,73,true,false
2,7200.0,268,1B,1252.9,97.9,0.0,1.339,synthetic,,,,76.95,synthetic,1.026,synthetic,4196.58,-51.17,82,true,true
2,7200.0,269,1C,1255.39,32.45,0.0,1.606,synthetic,,,,71.917,synthetic,,,4207.077,-48.524,64,true,false
2,7200.0,270,1B,1259.2,160.18,0.0,1.8,synthetic,,,,85.87,synthetic,0.21,synthetic,4197.478,-49.777,60,true,false
2,7200.0,271,1C,1267.83,-32.98,0.0,-0.08,synthetic,,,,73.034,synthetic,,,4190.886,-49.974,64,true,false
2,7200.0,272,1C,1275.11,4.79,0.0,-0.967,synthetic,,,,67.374,synthetic,,,4196.411,-35.663,64,true,false
2,7200.0,273,1C,1282.81,29.66,0.0,0.167,synthetic,,,,71.317,synthetic,,,4194.323,-43.944,64,true,false
2,7200.0,274,1C,1299.13,-33.78,0.0,-0.592,synthetic,,,,68.056,synthetic,,,4186.4,-52.81,73,true,false
2,7200.0,275,1B,1302.91,-129.73,0.0,-0.043,synthetic,,,,84.768,synthetic,0.679,synthetic,4202.992,-53.067,73,true,false
2,7200.0,276,1C,1304.8,8.14,0.0,0.026,synthetic,,,,74.749,synthetic,,,4200.228,-44.0,64,true,false
2,7200.0,277,1B,1310.64,121.43,0.0,-0.071,synthetic,,,,84.331,synthetic,0.41,synthetic,4193.865,-45.069,82,true,false
2,7200.0,278,1C,1321.72,29.28,0.0,0.247,synthetic,,,,71.478,synthetic,,,4206.406,-54.234,82,true,false
2,7200.0,279,1C,1335.84,6.03,0.0,-0.306,synthetic,,,,67.533,synthetic,,,4201.337,-56.979,82,true,false
2,7200.0,280,1C,1336.9,-34.96,0.0,1.527,synthetic,,,,70.903,synthetic,,,4195.507,-56.054,73,true,false
2,7200.0,281,1C,1354.69,-13.53,0.0,-1.072,synthetic,,,,68.503,synthetic,,,4197.988,-54.682,64,true,true
2,7200.0,282,1B,1355.19,-99.97,0.0,1.649,synthetic,,,,78.792,synthetic,0.631,synthetic,4206.972,-48.481,41,true,false
2,7200.0,283,1C,1362.56,23.04,0.0,1.907,synthetic,,,,66.454,synthetic,,,4202.674,-45.876,54,true,false
2,7200.0,284,1B,1364.7,102.79,0.0,0.171,synthetic,,,,75.744,synthetic,1.042,synthetic,4197.381,-48.33,45,true,false
2,7200.0,285,1B,1376.53,155.34,0.0,-0.106,synthetic,,,,86.056,synthetic,1.0,synthetic,4203.877,-42.205,45,true,false
2,7200.0,286,1B,1377.84,-146.18,0.0,-1.067,synthetic,,,,77.054,synthetic,0.664,synthetic,4206.04,-59.575,73,true,true
2,7200.0,287,1C,1381.23,-18.57,0.0,-0.457,synthetic,,,,67.999,synthetic,,,4201.277,-42.513,54,true,false
2,7200.0,288,1C,1385.75,6.11,0.0,-1.763,synthetic,,,,68.842,synthetic,,,4207.038,-40.855,54,true,false
2,7200.0,289,1C,1393.08,33.29,0.0,1.917,synthetic,,,,65.101,synthetic,,,4204.43,-57.624,29,true,false
2,7200.0,290,1C,1409.58,-2.85,0.0,0.413,synthetic,,,,68.971,synthetic,,,4200.554,-48.481,54,true,false
2,7200.0,291,1B,1413.74,-102.12,0.0,0.191,synthetic,,,,84.259,synthetic,0.475,synthetic,4202.701,-51.284,41,true,false
2,7200.0,292,1C,1422.92,-32.73,0.0,0.631,synthetic,,,,68.188,synthetic,,,4199.752,-49.831,7,true,false
2,7200.0,293,1B,1425.3,111.38,0.0,2.354,synthetic,,,,80.835,synthetic,0.655,synthetic,4191.365,-52.567,45,true,false
2,7200.0,294,1C,1431.43,16.4,0.0,0.464,synthetic,,,,66.205,synthetic,,,4193.271,-46.239,7,true,false
2,7200.0,295,1B,1450.73,156.56,0.0,-0.167,synthetic,,,,79.625,synthetic,0.632,synthetic,4201.499,-54.786,29,true,false
2,7200.0,296,1C,1456.31,-23.51,0.0,-0.347,synthetic,,,,64.646,synthetic,,,4198.595,-43.911,7,true,false
2,7200.0,297,1C,1461.57,24.85,0.0,0.217,synthetic,,,,69.623,synthetic,,,4199.644,-46.229,7,true,false
2,7200.0,298,1B,1462.34,-124.3,0.0,4.008,synthetic,,,,86.799,synthetic,0.712,synthetic,4198.032,-51.774,75,true,false
2,7200.0,299,1C,1484.78,-0.96,0.0,0.464,synthetic,,,,66.562,synthetic,,,4196.233,-47.266,7,true,false
2,7200.0,300,1C,1495.69,28.27,0.0,-2.37,synthetic,,,,71.532,synthetic,,,4199.041,-52.895,29,true,false
2,7200.0,301,1B,1497.7,130.41,0.0,-2.556,synthetic,,,,84.306,synthetic,0.526,synthetic,4200.394,-50.257,29,true,false
2,7200.0,302,1C,1500.69,-29.81,0.0,1.429,synthetic,,,,66.486,synthetic,,,4203.805,-47.952,49,true,false
2,7200.0,303,1C,1526.46,2.91,0.0,2.104,synthetic,,,,71.148,synthetic,,,4196.633,-50.578,40,true,false
2,7200.0,304,1C,1526.83,-32.25,0.0,-0.985,synthetic,,,,71.561,synthetic,,,4202.77,-47.545,49,true,false
2,7200.0,305,1C,1533.1,33.06,0.0,0.559,synthetic,,,,67.96,synthetic,,,4203.131,-54.616,29,true,false
2,7200.0,306,1B,1533.83,-145.45,0.0,0.884,synthetic,,,,82.913,synthetic,0.746,synthetic,4199.669,-43.716,75,true,false
2,7200.0,307,1B,1547.05,169.12,0.0,1.411,synthetic,,,,73.676,synthetic,0.659,synthetic,4200.892,-51.26,58,true,false
2,7200.0,308,1C,1551.72,-11.98,0.0,-1.275,synthetic,,,,65.432,synthetic,,,4203.404,-44.564,40,true,false
2,7200.0,309,1C,1571.84,19.49,0.0,-0.306,synthetic,,,,71.013,synthetic,,,4196.302,-43.886,40,true,false
2,7200.0,310,1B,1572.91,95.79,0.0,0.172,synthetic,,,,84.234,synthetic,0.595,synthetic,4205.658,-52.125,58,true,false
2,7200.0,311,1B,1580.98,-97.75,0.0,2.161,synthetic,,,,76.503,synthetic,0.912,synthetic,4203.076,-52.901,20,true,false
2,7200.0,312,1C,1590.09,-17.14,0.0,0.299,synthetic,,,,70.292,synthetic,,,4200.009,-44.365,40,true,false
2,7200.0,313,1B,1590.73,144.4,0.0,0.946,synthetic,,,,78.149,synthetic,0.667,synthetic,4201.997,-29.484,58,true,false
2,7200.0,314,1C,1602.9,7.9,0.0,2.141,synthetic,,,,72.255,synthetic,,,4192.087,-47.19,40,true,false
2,7200.0,315,1C,1607.12,34.9,0.0,1.267,synthetic,,,,69.719,synthetic,,,4196.527,-57.879,43,true,false
2,7200.0,316,1B,1608.07,-152.07,0.0,-0.528,synthetic,,,,88.891,synthetic,0.646,synthetic,4194.395,-42.233,20,true,false
2,7200.0,317,1C,1628.55,16.56,0.0,-1.031,synthetic,,,,66.629,synthetic,,,4205.04,-46.927,35,true,false
2,7200.0,318,1B,1628.82,110.63,0.0,2.214,synthetic,,,,81.909,synthetic,0.45,synthetic,4205.944,-51.471,58,true,false
2,7200.0,319,1C,1631.15,-22.71,0.0,0.275,synthetic,,,,71.073,synthetic,,,4200.804,-46.722,35,true,false
2,7200.0,320,1B,1633.13,-99.86,0.0,1.293,synthetic,,,,80.486,synthetic,0.477,synthetic,4194.619,-49.952,20,true,false
2,7200.0,321,1C,1653.24,29.24,0.0,1.224,synthetic,,,,67.846,synthetic,,,4200.222,-47.113,35,true,false
2,7200.0,322,1B,1658.82,-151.63,0.0,-0.691,synthetic,,,,78.365,synthetic,0.952,synthetic,4196.096,-48.593,20,true,false
2,7200.0,323,1C,1659.85,-32.07,0.0,-1.01,synthetic,,,,68.878,synthetic,,,4210.205,-46.952,35,true,false
2,7200.0,324,1C,1673.72,0.86,0.0,1.379,synthetic,,,,71.336,synthetic,,,4198.241,-43.647,35,true,false
2,7200.0,325,1B,1680.03,150.81,0.0,-0.242,synthetic,,,,72.488,synthetic,0.125,synthetic,4203.298,-53.169,18,true,false
2,7200.0,326,1C,1681.17,28.25,0.0,-0.133,synthetic,,,,64.074,synthetic,,,4203.556,-49.946,43,true,false
2,7200.0,327,1B,1694.49,95.62,0.0,1.6,synthetic,,,,82.932,synthetic,0.716,synthetic,4200.03,-49.65,43,true,false
2,7200.0,328,1B,1704.98,-110.59,0.0,1.18,synthetic,,,,73.439,synthetic,0.691,synthetic,4199.273,-49.709,81,true,false
2,7200.0,329,1C,1713.05,-24.18,0.0,1.085,synthetic,,,,67.424,synthetic,,,4202.662,-48.768,47,true,false
2,7200.0,330,1C,1716.95,19.41,0.0,3.183,synthetic,,,,67.248,synthetic,,,4195.664,-48.945,43,true,false
2,7200.0,331,1C,1730.01,-4.44,0.0,0.481,synthetic,,,,68.1,synthetic,,,4200.754,-52.774,47,true,false
2,7200.0,332,1B,1739.56,-146.73,0.0,1.265,synthetic,,,,78.48,synthetic,0.549,synthetic,4208.651,-45.88,81,true,false
2,7200.0,333,1C,1744.8,-29.88,0.0,0.632,synthetic,,,,72.379,synthetic,,,4199.699,-49.125,28,true,false
2,7200.0,334,1B,1750.53,131.11,0.0,-1.07,synthetic,,,,72.118,synthetic,1.018,synthetic,4203.324,-42.507,18,true,false
2,7200.0,335,1C,1759.19,30.97,0.0,2.392,synthetic,,,,70.265,synthetic,,,4209.764,-48.268,28,true,false
2,7200.0,336,1B,1770.64,-106.88,0.0,0.931,synthetic,,,,86.936,synthetic,0.516,synthetic,4202.718,-54.465,47,true,false
2,7200.0,337,1C,1773.13,-29.12,0.0,-6.087,synthetic,,,,67.522,synthetic,,,4200.865,-45.824,28,true,false
2,7200.0,338,1C,1777.8,12.47,0.0,1.543,synthetic,,,,67.21,synthetic,,,4205.809,-40.925,28,true,false
2,7200.0,339,1C,1794.16,-13.99,0.0,-0.109,synthetic,,,,66.271,synthetic,,,4199.849,-44.924,28,true,false
2,7200.0,340,1B,1795.46,159.03,0.0,-1.522,synthetic,,,,74.889,synthetic,0.357,synthetic,4206.048,-51.794,18,true,false
2,7200.0,341,1B,1795.5,-150.53,0.0,-1.049,synthetic,,,,75.435,synthetic,0.564,synthetic,4194.178,-52.461,9,true,false
2,7200.0,342,1C,1802.31,34.05,0.0,1.357,synthetic,,,,76.367,synthetic,,,4204.083,-56.517,43,true,false
2,7200.0,343,1B,1820.97,-97.24,0.0,-1.657,synthetic,,,,85.976,synthetic,0.595,synthetic,4201.052,-52.008,9,true,false
2,7200.0,344,1C,1826.99,13.02,0.0,-0.106,synthetic,,,,73.835,synthetic,,,4194.769,-46.733,12,true,false
2,7200.0,345,1B,1827.74,119.3,0.0,-0.361,synthetic,,,,73.245,synthetic,0.59,synthetic,4199.669,-52.632,15,true,false
2,7200.0,346,1C,1830.07,-15.83,0.0,-0.182,synthetic,,,,65.64,synthetic,,,4198.657,-45.701,12,true,false
2,7200.0,347,1C,1845.99,32.72,0.0,-0.734,synthetic,,,,70.072,synthetic,,,4199.537,-48.195,12,true,false
2,7200.0,348,1B,1856.12,-141.36,0.0,1.828,synthetic,,,,83.91,synthetic,0.627,synthetic,4201.912,-27.571,9,true,false
2,7200.0,349,1C,1869.32,-30.32,0.0,1.296,synthetic,,,,68.951,synthetic,,,4206.181,-47.468,12,true,false
2,7200.0,350,1C,1873.83,4.54,0.0,0.208,synthetic,,,,70.277,synthetic,,,4200.889,-44.022,12,true,false
2,7200.0,351,1C,1874.72,36.97,0.0,0.012,synthetic,,,,74.096,synthetic,,,4193.531,-52.965,15,true,false
2,7200.0,352,1B,1875.9,105.37,0.0,-0.857,synthetic,,,,66.932,synthetic,0.86,synthetic,4199.401,-37.394,15,true,false
2,7200.0,353,1B,1892.91,159.82,0.0,0.507,synthetic,,,,77.631,synthetic,0.57,synthetic,4195.948,-53.139,15,true,false
2,7200.0,354,1C,1898.91,-29.31,0.0,0.293,synthetic,,,,69.499,synthetic,,,4204.252,-58.904,9,true,false
2,7200.0,355,1C,1899.09,-2.93,0.0,0.776,synthetic,,,,70.552,synthetic,,,4197.885,-47.774,25,true,false
2,7200.0,356,1B,1905.42,-115.72,0.0,-2.339,synthetic,,,,81.542,synthetic,0.548,synthetic,4199.188,-52.574,9,true,false
2,7200.0,357,1C,1919.65,29.4,0.0,0.817,synthetic,,,,67.718,synthetic,,,4208.568,-47.864,25,true,false
2,7200.0,358,1C,1924.04,-25.63,0.0,-0.689,synthetic,,,,67.64,synthetic,,,4204.88,-45.199,25,true,false
2,7200.0,359,1C,1928.43,4.76,0.0,2.333,synthetic,,,,69.574,synthetic,,,4204.287,-35.454,25,true,false
2,7200.0,360,1B,1933.44,-159.8,0.0,-2.685,synthetic,,,,84.934,synthetic,0.736,synthetic,4201.529,-52.747,19,true,false
2,7200.0,361,1B,1939.56,113.55,0.0,-1.674,synthetic,,,,82.645,synthetic,0.672,synthetic,4206.233,-51.19,63,true,false
2,7200.0,362,1B,1948.84,165.03,0.0,0.469,synthetic,,,,76.138,synthetic,0.354,synthetic,4202.965,-41.144,63,true,false
2,7200.0,363,1C,1955.23,-20.55,0.0,1.199,synthetic,,,,65.13,synthetic,,,4203.635,-46.428,25,true,false
2,7200.0,364,1C,1960.07,25.03,0.0,0.384,synthetic,,,,74.315,synthetic,,,4197.095,-50.206,72,true,false
2,7200.0,365,1C,1982.78,-22.8,0.0,0.262,synthetic,,,,68.765,synthetic,,,4198.344,-48.447,53,true,false
2,7200.0,366,1B,1986.69,-150.02,0.0,0.156,synthetic,,,,82.28,synthetic,0.639,synthetic,4203.001,-33.514,19,true,false
2,7200.0,367,1B,1994.36,-99.5,0.0,-1.984,synthetic,,,,72.502,synthetic,0.645,synthetic,4191.033,-51.613,19,true,false
2,7200.0,368,1C,1998.76,15.59,0.0,2.889,synthetic,,,,63.62,synthetic,,,4195.877,-44.29,53,true,false
2,7200.0,369,1C,2006.82,-31.12,0.0,2.162,synthetic,,,,66.112,synthetic,,,4204.148,-46.631,53,true,false
2,7200.0,370,1B,2010.5,153.17,0.0,0.635,synthetic,,,,83.037,synthetic,0.647,synthetic,4202.231,-50.785,63,true,false
2,7200.0,371,1B,2011.58,96.4,0.0,0.253,synthetic,,,,80.36,synthetic,0.428,synthetic,4197.825,-50.823,72,true,false
2,7200.0,372,1C,2030.78,11.44,0.0,0.082,synthetic,,,,70.813,synthetic,,,4212.632,-44.206,53,true,false
2,7200.0,373,1C,2032.55,-23.7,0.0,-1.257,synthetic,,,,70.414,synthetic,,,4199.929,-46.498,53,true,false
2,7200.0,374,1B,2047.47,-129.32,0.0,-1.965,synthetic,,,,87.92,synthetic,0.689,synthetic,4201.261,-52.627,19,true,false
2,7200.0,375,1C,2047.82,31.41,0.0,0.007,synthetic,,,,71.066,synthetic,,,4205.85,-48.517,57,true,false
2,7200.0,376,1C,2061.26,9.74,0.0,1.757,synthetic,,,,72.833,synthetic,,,4193.255,-47.764,26,true,false
2,7200.0,377,1B,2062.9,97.9,0.0,0.697,synthetic,,,,77.237,synthetic,0.092,synthetic,4194.345,-47.19,57,true,false
2,7200.0,378,1B,2063.59,167.98,0.0,0.641,synthetic,,,,79.607,synthetic,0.522,synthetic,4201.721,-55.247,1,true,false
2,7200.0,379,1C,2070.0,-24.49,0.0,1.114,synthetic,,,,69.987,synthetic,,,4195.366,-47.301,26,true,false
2,7200.0,380,1C,2078.57,32.64,0.0,-0.494,synthetic,,,,71.274,synthetic,,,4193.145,-48.689,26,true,false
2,7200.0,381,1B,2095.16,-97.34,0.0,1.884,synthetic,,,,78.877,synthetic,0.588,synthetic,4210.102,-54.464,65,true,false
2,7200.0,382,1C,2101.05,-34.16,0.0,1.349,synthetic,,,,68.411,synthetic,,,4204.818,-47.582,26,true,false
2,7200.0,383,1C,2102.53,3.4,0.0,-0.26,synthetic,,,,71.78,synthetic,,,4199.767,-38.089,26,true,false
2,7200.0,384,1B,2107.84,127.75,0.0,-0.285,synthetic,,,,70.37,synthetic,0.78,synthetic,4201.189,-50.491,1,true,false
2,7200.0,385,1C,2115.84,35.72,0.0,-1.016,synthetic,,,,64.275,synthetic,,,4197.436,-54.177,57,true,false
2,7200.0,386,1B,2121.77,-161.42,0.0,-0.078,synthetic,,,,76.673,synthetic,0.767,synthetic,4196.267,-48.469,65,true,false
